ISIN,Company,BBG Ticker,Sector,Industry,Country,Region,MarketCap,SustainEx,NZAF,MSCI,ENERGY_CONSUMP_INTEN_USD,WATER_WD_INTEN_RECENT,CARBON_EMISSIONS_SCOPE_12_INTEN,HAS_COMMITTED_TO_SBTI_TARGET,HAS_SBTI_APPROVED_TARGET,SUST_BIODIV_PROTECT_POL_VALUE,TARGET_SUMMARY_CUM_CHANGE_2030,SBTI_NET_ZERO_TARGET_STATUS,Average Employee Length of service,Microfinance Impact Investment,Supplier ESG training
US1011371077,Boston Scientific Corporation,US1011371077,Health Care,Health Care,United States,N America,128265.80,,,,0.03,69.45,9.60,0.00,1.00,0.00,-29.13,1.00,,,0.00
CA0641491075,The Bank Of Nova Scotia,CA0641491075,Financials,Banks,Canada,N America,64860.42,,,,0.01,18.94,2.90,0.00,0.00,0.00,-28.75,0.00,,,0.00
US2058871029,"Conagra Brands, Inc.",US2058871029,Consumer Staples,"Food, Bev. and Tobacc",United States,N America,14017.50,,,,0.24,1492.62,107.67,0.00,1.00,1.00,-5.11,0.00,,,1.00
CZ0008019106,"Komercni Banka, A.S.",CZ0008019106,Financials,Banks,Czech Republic,Em Europe,6491.07,,,,0.01,7.39,1.90,0.00,0.00,0.00,-84.73,0.00,,1.65,0.00
US46120E6023,"Intuitive Surgical, Inc.",US46120E6023,Health Care,Health Care,United States,N America,171954.30,,,,0.04,,4.56,0.00,0.00,0.00,8.15,0.00,,,1.00
CNE100000D55,Shanghai Electric Group Company Limited,CNE100000D55,Industrials,Ind. Goods & Services,China,Em APAC,8629.31,,,,0.06,228.67,13.60,0.00,0.00,0.00,,0.00,,,0.00
US4262811015,"Jack Henry & Associates, Inc.",US4262811015,Industrials,Ind. Goods & Services,United States,N America,13371.59,,,,0.03,,16.10,1.00,0.00,0.00,,0.00,,,1.00
CNE100000759,China Oilfield Services Limited,CNE100000759,Energy,Energy,China,Em APAC,8390.47,,,,0.78,211.16,224.80,0.00,0.00,0.00,,0.00,,,1.00
JP3419400001,"Sekisui Chemical Co., Ltd.",JP3419400001,Consumer Discretion,Consumer Prod & Svs,Japan,APAC,6658.74,,,,0.32,2226.34,70.20,0.00,1.00,1.00,-39.77,0.00,16.00,,0.00
CNE1000002N9,China National Building Material Company Limited,CNE1000002N9,Industrials,Construction & Mats,China,Em APAC,3429.56,,,,8.45,3765.13,6969.00,0.00,0.00,0.00,,0.00,,,1.00
JP3223800008,"Kawasaki Kisen Kaisha, Ltd.",JP3223800008,Industrials,Ind. Goods & Services,Japan,APAC,9168.75,,,,3.73,0.07,940.55,0.00,1.00,0.00,-9.96,0.00,,,0.00
JP3496400007,Kddi Corporation,JP3496400007,Telecommunications,Telecommunications,Japan,APAC,69236.30,,,,0.08,48.11,33.00,0.00,1.00,0.00,-7.47,1.00,,,0.00
CA3359341052,First Quantum Minerals Ltd.,CA3359341052,Basic Materials,Basic Resources,Canada,N America,11090.66,,,,1.05,43293.25,596.40,0.00,0.00,1.00,-16.76,0.00,,,0.00
INE094A01015,Hindustan Petroleum Corporation Limited,INE094A01015,Energy,Energy,India,Em APAC,10010.15,,,,0.31,2587.45,94.74,0.00,0.00,0.00,6.43,0.00,,,1.00
INE158A01026,Hero Motocorp Limited,INE158A01026,Consumer Discretion,Consumer Prod & Svs,India,Em APAC,13026.65,,,,0.05,203.65,24.60,0.00,0.00,0.00,,0.00,,,1.00
HK0388045442,Hong Kong Exchanges And Clearing Limited,HK0388045442,Financials,Financial Services,Hong Kong,Em APAC,54518.98,,,,0.02,,7.10,0.00,0.00,0.00,,0.00,7.00,,1.00
BMG677491539,Orient Overseas (International) Limited,BMG677491539,Industrials,Ind. Goods & Services,Hong Kong,Em APAC,8921.88,,,,0.12,19.69,293.09,0.00,0.00,0.00,,0.00,,,0.00
HK0392044647,Beijing Enterprises Holdings Limited,HK0392044647,Utilities,Utilities,Hong Kong,Em APAC,4362.33,,,,0.45,1512.00,169.50,0.00,0.00,0.00,,0.00,,,1.00
JP3205800000,Kao Corporation,JP3205800000,Consumer Staples,Drug & Grocery Stores,Japan,APAC,21540.04,,,,0.43,1494.82,86.66,0.00,1.00,0.00,-9.26,0.00,17.60,,0.00
FR0000120073,L'Air Liquide Societe Anonyme Pour L'Etude Et L'Exploitation Des Procedes Georges Claude Sa,FR0000120073,Basic Materials,Chemicals,France,W Europe,108072.78,,,,4.32,30954.13,1233.48,0.00,1.00,0.00,-14.05,0.00,10.00,,1.00
CNE000000TR0,China Eastern Airlines Corporation Limited,CNE000000TR0,Consumer Discretion,Travel & Leisure,China,Em APAC,10401.76,,,,6.08,599.20,1499.00,0.00,0.00,0.00,,0.00,,,0.00
TRAAKBNK91N6,Akbank Turk Anonim Sirketi,TRAAKBNK91N6,Financials,Banks,Turkey,Em Europe,8423.23,,,,0.02,18.34,7.40,0.00,0.00,0.00,6.43,0.00,11.10,,0.00
CA3495531079,Fortis Inc.,CA3495531079,Utilities,Utilities,Canada,N America,21571.18,,,,2.09,,1463.35,0.00,0.00,0.00,-13.60,0.00,10.70,,1.00
AU000000RHC8,Ramsay Health Care Limited,AU000000RHC8,Health Care,Health Care,Australia,APAC,6811.83,,,,0.11,555.99,15.67,1.00,0.00,0.00,,1.00,,,1.00
CNE000001998,"Huaneng Power International, Inc.",CNE000001998,Utilities,Utilities,China,Em APAC,14200.39,,,,14.78,523601.54,10303.17,0.00,0.00,0.00,,0.00,,,0.00
CZ0005112300,"Cez, A.S.",CZ0005112300,Utilities,Utilities,Czech Republic,Em Europe,20005.11,,,,5.78,46624.08,1061.23,0.00,1.00,1.00,-53.63,1.00,,,1.00
HK0992009065,Lenovo Group Limited,HK0992009065,Technology,Technology,Hong Kong,Em APAC,17174.13,,,,0.01,24.22,3.37,0.00,1.00,0.00,-21.42,1.00,,,1.00
US15189T1079,"Centerpoint Energy, Inc.",US15189T1079,Utilities,Utilities,United States,N America,19271.39,,,,0.53,19356.25,635.19,0.00,0.00,0.00,-19.11,0.00,,,0.00
AU000000WES1,Wesfarmers Limited,AU000000WES1,Consumer Discretion,Retailers,Australia,APAC,53312.16,,,,0.23,206.63,46.48,0.00,0.00,0.00,3.89,0.00,,,1.00
TW0002379005,Realtek Semiconductor Corp.,TW0002379005,Technology,Technology,Taiwan,Em APAC,7702.83,,,,0.01,,7.28,0.00,0.00,0.00,7.33,0.00,7.03,,0.00
US6174464486,Morgan Stanley,US6174464486,Financials,Financial Services,United States,N America,178709.30,,,,,,3.40,0.00,0.00,0.00,9.31,0.00,,333.09,0.00
AU000000WBC1,Westpac Banking Corporation,AU000000WBC1,Financials,Banks,Australia,APAC,77583.53,,,,0.01,6.81,2.20,0.00,0.00,0.00,-99.61,0.00,,3.62,0.00
NZXROE0001S2,Xero Limited,NZXROE0001S2,Technology,Technology,New Zealand,APAC,15423.10,,,,0.02,,0.77,1.00,0.00,0.00,-43.62,1.00,,,0.00
US2358511028,Danaher Corporation,US2358511028,Health Care,Health Care,United States,N America,195235.90,,,,0.05,,11.10,1.00,0.00,0.00,6.87,1.00,7.00,,0.00
GB0002374006,Diageo Plc,GB0002374006,Consumer Staples,"Food, Bev. and Tobacc",United Kingdom,W Europe,74228.10,,,,0.17,722.86,29.42,0.00,1.00,0.00,-65.62,0.00,,,1.00
CNE000001G38,"Nari Technology Co., Ltd.",CNE000001G38,Industrials,Ind. Goods & Services,China,Em APAC,30292.48,,,,0.01,105.74,9.20,0.00,0.00,0.00,,0.00,,,1.00
US35671D8570,Freeport-Mcmoran Inc.,US35671D8570,Basic Materials,Basic Resources,United States,N America,71885.94,,,,1.26,,337.40,0.00,0.00,1.00,6.62,0.00,,,1.00
US3379321074,Firstenergy Corp.,US3379321074,Utilities,Utilities,United States,N America,24597.64,,,,2.20,5146.16,1397.40,0.00,0.00,0.00,-73.64,0.00,,,0.00
IL0006046119,Bank Leumi Le Israel B.M.,IL0006046119,Financials,Banks,Israel,Em Europe,14367.39,,,,0.00,9.60,4.55,0.00,0.00,0.00,,0.00,,613.26,1.00
CNE000001DN1,"Hangzhou Silan Microelectronics Co., Ltd.",CNE000001DN1,Technology,Technology,China,Em APAC,5698.46,,,,0.27,,167.30,0.00,0.00,0.00,,0.00,,,0.00
GRS014003032,Piraeus Financial Holdings S.A.,GRS014003032,Financials,Banks,Greece,Em Europe,5063.08,,,,0.02,16.44,6.10,0.00,1.00,1.00,-31.31,0.00,,,0.00
BRCCROACNOR2,Ccr S.A.,BRCCROACNOR2,Industrials,Ind. Goods & Services,Brazil,Lat Am,4337.05,,,,0.16,335.85,26.90,0.00,1.00,0.00,-27.85,0.00,,,0.00
AU000000COH5,Cochlear Limited,AU000000COH5,Health Care,Health Care,Australia,APAC,12904.32,,,,0.02,,2.55,0.00,0.00,0.00,-29.95,0.00,,,1.00
ID1000057003,Pt Indofood Sukses Makmur Tbk,ID1000057003,Consumer Staples,"Food, Bev. and Tobacc",Indonesia,Em APAC,3945.62,,,,0.62,1362.49,258.50,0.00,0.00,0.00,,0.00,,,1.00
CNE000001PQ8,"China Merchants Energy Shipping Co., Ltd.",CNE000001PQ8,Industrials,Ind. Goods & Services,China,Em APAC,8354.78,,,,5.57,,1398.10,0.00,0.00,0.00,,0.00,,,1.00
ID1000062201,Pt Indah Kiat Pulp & Paper Tbk,ID1000062201,Basic Materials,Basic Resources,Indonesia,Em APAC,2950.17,,,,12.50,81487.60,1645.86,0.00,0.00,0.00,-0.44,0.00,,,0.00
CNE000000TL3,"Chongqing Brewery Co., Ltd.",CNE000000TL3,Consumer Staples,"Food, Bev. and Tobacc",China,Em APAC,4282.30,,,,0.35,3056.48,55.00,0.00,0.00,0.00,,0.00,,,1.00
CA21037X1006,Constellation Software Inc.,CA21037X1006,Technology,Technology,Canada,N America,67953.55,,,,0.02,,6.59,0.00,0.00,0.00,,0.00,,,0.00
FR0000045072,Credit Agricole Sa,FR0000045072,Financials,Banks,France,W Europe,45961.13,,,,0.00,5.81,0.60,1.00,0.00,0.00,8.25,0.00,14.11,0.79,0.00
IE0001827041,Crh Public Limited Company,IE0001827041,Industrials,Construction & Mats,Ireland,W Europe,62340.46,,,,1.41,3073.98,865.87,0.00,1.00,0.00,-19.68,0.00,,,0.00
JP3502200003,Daiwa Securities Group Inc.,JP3502200003,Financials,Financial Services,Japan,APAC,11076.54,,,,0.03,12.73,3.88,0.00,0.00,0.00,9.26,0.00,,,0.00
CNE0000006Y9,"Dong-E-E-Jiao Co., Ltd.",CNE0000006Y9,Health Care,Health Care,China,Em APAC,5389.16,,,,0.15,1771.26,70.56,0.00,0.00,0.00,,0.00,,,0.00
CNE000000XL5,"Shengyi Technology Co., Ltd.",CNE000000XL5,Technology,Technology,China,Em APAC,6583.20,,,,0.16,381.91,149.10,0.00,0.00,0.00,,0.00,,,1.00
KR7006800007,"Mirae Asset Securities Co.,Ltd.",KR7006800007,Financials,Financial Services,South Korea,APAC,4382.78,,,,0.02,3.79,3.47,0.00,1.00,0.00,-19.29,0.00,,,0.00
NL0000235190,Airbus Se,NL0000235190,Industrials,Ind. Goods & Services,France,W Europe,115251.71,,,,0.06,48.91,10.58,0.00,1.00,0.00,-16.60,0.00,,,1.00
MX01AC100006,"Arca Continental, S.A.B. De C.V.",MX01AC100006,Consumer Staples,"Food, Bev. and Tobacc",Mexico,Lat Am,16237.08,,,,0.04,1581.66,29.80,0.00,1.00,1.00,-29.09,0.00,,,1.00
GRS323003012,Eurobank Ergasias Services And Holdings S.A.,GRS323003012,Financials,Banks,Greece,Em Europe,8005.39,,,,0.01,,4.00,0.00,0.00,0.00,,0.00,12.60,719.64,0.00
ZAE000084992,Exxaro Resources Limited,ZAE000084992,Energy,Energy,South Africa,ROW,3326.47,,,,0.69,4214.77,474.87,0.00,0.00,0.00,,0.00,,,0.00
FR0000121667,Essilorluxottica Sa,FR0000121667,Health Care,Health Care,France,W Europe,107054.65,,,,0.08,319.22,33.99,1.00,0.00,0.00,-0.08,0.00,,,1.00
SE0000108847,L E Lundbergforetagen Aktiebolag (Publ),SE0000108847,Financials,Financial Services,Sweden,W Europe,13531.67,,,,0.04,,2.10,0.00,0.00,0.00,,0.00,,,0.00
AED000201015,Dubai Islamic Bank (Public Joint Stock Company),AED000201015,Financials,Banks,United Arab Emirates,ROW,12044.81,,,,0.00,5.44,1.60,0.00,0.00,0.00,,0.00,,26.40,0.00
BMG4587L1090,Hongkong Land Holdings Limited,BMG4587L1090,Real Estate,Real Estate,Singapore,Em APAC,8649.96,,,,0.13,963.75,66.80,0.00,1.00,0.00,-2.31,0.00,,,1.00
FR0000064578,Covivio Sa,FR0000064578,Real Estate,Real Estate,France,W Europe,6684.82,,,,0.42,2529.15,3.40,0.00,1.00,0.00,-6.46,0.00,,,0.00
FR0010040865,Gecina Sa,FR0010040865,Real Estate,Real Estate,France,W Europe,8692.94,,,,0.18,1090.69,13.91,0.00,1.00,0.00,-100.00,0.00,12.50,,0.00
BRGGBRACNOR1,Gerdau S.A.,BRGGBRACNOR1,Basic Materials,Basic Resources,Brazil,Lat Am,6637.89,,,,2.75,2869.65,720.70,0.00,0.00,0.00,3.44,0.00,,,0.00
KR7086280005,"Hyundai Glovis Co., Ltd.",KR7086280005,Industrials,Ind. Goods & Services,South Korea,APAC,6302.34,,,,0.02,3.99,184.43,0.00,0.00,0.00,-32.31,0.00,,,1.00
MX01GA000004,"Grupo Aeroportuario Del Pacifico, S.A.B. De C.V.",MX01GA000004,Industrials,Ind. Goods & Services,Mexico,Lat Am,8899.26,,,,0.09,810.99,34.90,0.00,0.00,0.00,,0.00,,,0.00
CA56501R1064,Manulife Financial Corporation,CA56501R1064,Financials,Insurance,Canada,N America,53410.34,,,,0.26,94.32,21.10,1.00,0.00,0.00,8.22,1.00,7.00,,0.00
KR7078930005,Gs Holdings,KR7078930005,Industrials,Ind. Goods & Services,South Korea,APAC,2952.49,,,,2.15,220.83,398.96,0.00,0.00,0.00,,0.00,,,1.00
TH0661010007,Home Product Center Public Company Limited,TH0661010007,Consumer Discretion,Retailers,Thailand,Em APAC,4141.17,,,,0.07,638.18,37.05,1.00,0.00,1.00,,1.00,,,1.00
CNE000001CW4,"Jiangsu Zhongtian Technology Co., Ltd.",CNE000001CW4,Telecommunications,Telecommunications,China,Em APAC,7108.97,,,,0.05,,3.92,0.00,0.00,0.00,,0.00,,,0.00
CNE0000018X6,"Hubei Jumpcan Pharmaceutical Co., Ltd.",CNE0000018X6,Health Care,Health Care,China,Em APAC,3794.06,,,,0.27,,62.10,0.00,0.00,0.00,,0.00,,,1.00
CNE000000C74,"Shanghai Lingang Holdings Co.,Ltd",CNE000000C74,Real Estate,Real Estate,China,Em APAC,3624.57,,,,0.06,,33.12,0.00,0.00,0.00,,0.00,,,0.00
KR7042700005,"Hanmi Semiconductor Co., Ltd.",KR7042700005,Technology,Technology,South Korea,APAC,7870.18,,,,0.39,,37.19,0.00,0.00,0.00,,0.00,,,
CNE000000CG9,"Haier Smart Home Co., Ltd.",CNE000000CG9,Consumer Discretion,Consumer Prod & Svs,China,Em APAC,40109.12,,,,0.04,157.97,24.40,0.00,0.00,0.00,,0.00,,,1.00
CNE000001QZ7,"Industrial Bank Co.,Ltd.",CNE000001QZ7,Financials,Banks,China,Em APAC,55853.39,,,,0.01,29.84,4.36,0.00,0.00,0.00,,0.00,,,0.00
KR7011170008,Lotte Chemical Corporation,KR7011170008,Industrials,Ind. Goods & Services,South Korea,APAC,3004.90,,,,2.00,,352.80,0.00,0.00,0.00,-16.76,0.00,29.00,,1.00
AU000000IAG3,Insurance Australia Group Limited,AU000000IAG3,Financials,Insurance,Australia,APAC,12631.21,,,,0.00,,1.25,0.00,0.00,0.00,7.47,0.00,,,0.00
ES0144580Y14,"Iberdrola, S.A.",ES0144580Y14,Utilities,Utilities,Spain,W Europe,94863.84,,,,2.35,32026.24,226.33,0.00,1.00,1.00,-20.87,1.00,,,1.00
PTJMT0AE0001,"Jeronimo Martins, Sgps, S.A.",PTJMT0AE0001,Consumer Staples,Drug & Grocery Stores,Portugal,W Europe,12004.01,,,,0.08,229.59,29.87,0.00,1.00,1.00,-36.44,1.00,6.00,,1.00
US59522J1034,"Mid-America Apartment Communities, Inc.",US59522J1034,Real Estate,Real Estate,United States,N America,17929.97,,,,0.39,,71.48,0.00,0.00,0.00,,0.00,6.00,,0.00
ID1000095706,Pt Unilever Indonesia Tbk,ID1000095706,Consumer Staples,Drug & Grocery Stores,Indonesia,Em APAC,5559.33,,,,0.11,530.87,18.30,0.00,1.00,0.00,4.84,0.00,,,1.00
IT0005239360,"Unicredit, Societa Per Azioni",IT0005239360,Financials,Banks,Italy,W Europe,71803.65,,,,0.01,23.62,4.60,0.00,0.00,0.00,-45.47,0.00,,9.42,0.00
NL0011821202,Ing Groep N.V.,NL0011821202,Financials,Banks,Netherlands,W Europe,57662.78,,,,0.01,,0.21,1.00,0.00,0.00,9.21,0.00,,,0.00
KR7051910008,Lg Chem Ltd,KR7051910008,Industrials,Ind. Goods & Services,South Korea,APAC,19939.76,,,,1.09,1711.53,244.86,1.00,0.00,0.00,5.24,0.00,,,1.00
AU000000STO6,Santos Limited,AU000000STO6,Energy,Energy,Australia,APAC,15840.23,,,,2.42,44678.68,509.39,0.00,0.00,0.00,5.29,0.00,,,0.00
US9026531049,"Udr, Inc.",US9026531049,Real Estate,Real Estate,United States,N America,14419.88,,,,0.14,6327.30,38.20,1.00,0.00,0.00,-19.29,0.00,,,0.00
IE0004906560,Kerry Group Public Limited Company,IE0004906560,Consumer Staples,"Food, Bev. and Tobacc",Ireland,W Europe,17394.38,,,,0.37,2211.27,53.02,0.00,1.00,0.00,-22.99,0.00,,,1.00
FR0000121964,Klepierre Sa,FR0000121964,Real Estate,Real Estate,France,W Europe,9330.32,,,,0.24,1614.59,25.36,0.00,1.00,0.00,-55.53,0.00,,,0.00
KR7030200000,Kt Corporation,KR7030200000,Telecommunications,Telecommunications,South Korea,APAC,7507.42,,,,0.34,,55.89,0.00,0.00,0.00,-40.98,0.00,22.00,,1.00
INE101A01026,Mahindra And Mahindra Limited,INE101A01026,Consumer Discretion,Automobiles & Parts,India,Em APAC,44673.09,,,,0.05,137.26,17.70,0.00,1.00,0.00,-7.67,1.00,,,1.00
FR001400AJ45,Compagnie Generale Des Etablissements Michelin Sca,FR001400AJ45,Consumer Discretion,Automobiles & Parts,France,W Europe,25974.77,,,,0.03,855.41,115.42,0.00,1.00,0.00,4.32,1.00,,,1.00
US30231G1022,Exxon Mobil Corporation,US30231G1022,Energy,Energy,United States,N America,549177.80,,,,,,290.96,0.00,0.00,0.00,4.60,0.00,,,1.00
INE423A01024,Adani Enterprises Limited,INE423A01024,Industrials,Ind. Goods & Services,India,Em APAC,42540.85,,,,0.08,439.03,57.26,0.00,0.00,1.00,,0.00,,,1.00
MX01OR010004,Orbia Advance Corporation S.A.B. De Cv,MX01OR010004,Industrials,Ind. Goods & Services,Mexico,Lat Am,2059.46,,,,0.77,1528.48,162.50,0.00,1.00,0.00,2.96,0.00,,,1.00
NO0005052605,Norsk Hydro Asa,NO0005052605,Basic Materials,Basic Resources,Norway,W Europe,13152.81,,,,2.85,14885.87,413.60,0.00,0.00,1.00,3.08,0.00,,,0.00
JP3190000004,Obayashi Corporation,JP3190000004,Industrials,Construction & Mats,Japan,APAC,8671.74,,,,0.06,,22.13,0.00,1.00,0.00,-2.50,0.00,17.00,,1.00
AT0000743059,Omv Aktiengesellschaft,AT0000743059,Energy,Energy,Austria,W Europe,14040.16,,,,0.73,14043.74,189.50,0.00,0.00,0.00,-5.89,0.00,,,1.00
JP3183200009,"Japan Exchange Group, Inc.",JP3183200009,Financials,Financial Services,Japan,APAC,12953.56,,,,0.04,,10.70,0.00,0.00,0.00,0.59,0.00,17.60,,0.00
SG1V61937297,Singapore Airlines Limited,SG1V61937297,Consumer Discretion,Travel & Leisure,Singapore,Em APAC,14760.44,,,,3.55,14.81,955.40,0.00,0.00,0.00,-21.71,0.00,,,0.00
SE0000114837,Trelleborg Ab,SE0000114837,Industrials,Ind. Goods & Services,Sweden,W Europe,8536.45,,,,0.49,275.03,37.74,0.00,1.00,0.00,-43.25,0.00,,,0.00
DK0060738599,Demant A/S,DK0060738599,Health Care,Health Care,Denmark,W Europe,8568.74,,,,0.03,,9.16,0.00,1.00,0.00,-74.64,1.00,,,1.00
NL0000395903,Wolters Kluwer N.V.,NL0000395903,Consumer Discretion,Media,Netherlands,W Europe,40381.70,,,,0.01,,2.59,0.00,1.00,0.00,-37.68,1.00,,,1.00
GB00B1WY2338,Smiths Group Plc,GB00B1WY2338,Industrials,Ind. Goods & Services,United Kingdom,W Europe,7298.09,,,,0.06,84.39,16.50,0.00,1.00,0.00,-34.61,1.00,,,1.00
GB00B1YW4409,3I Group Plc,GB00B1YW4409,Financials,Financial Services,United Kingdom,W Europe,41577.65,,,,0.00,1.63,0.09,0.00,1.00,0.00,8.28,0.00,,,0.00
NO0010310956,Salmar Asa,NO0010310956,Consumer Staples,"Food, Bev. and Tobacc",Norway,W Europe,7082.47,,,,0.10,29948.88,13.30,0.00,1.00,0.00,-34.64,0.00,,,0.00
PLPKO0000016,Powszechna Kasa Oszczednosci Bank Polski Spolka Akcyjna,PLPKO0000016,Financials,Banks,Poland,Em Europe,18545.01,,,,0.05,36.38,15.48,0.00,0.00,0.00,6.29,0.00,,,0.00
GB0006776081,Pearson Plc,GB0006776081,Consumer Discretion,Media,United Kingdom,W Europe,8949.78,,,,0.03,18.12,7.28,0.00,1.00,0.00,-100.00,1.00,,,1.00
CA6837151068,Open Text Corporation,CA6837151068,Technology,Technology,Canada,N America,9028.35,,,,0.02,,6.34,0.00,0.00,0.00,-94.20,0.00,,,0.00
AU000000QBE9,Qbe Insurance Group Limited,AU000000QBE9,Financials,Insurance,Australia,APAC,16878.05,,,,0.00,4.85,0.75,0.00,0.00,0.00,7.04,0.00,,,0.00
US7043261079,"Paychex, Inc.",US7043261079,Industrials,Ind. Goods & Services,United States,N America,49986.48,,,,0.01,14.59,1.21,0.00,0.00,0.00,7.66,0.00,,,0.00
US6937181088,Paccar Inc,US6937181088,Industrials,Ind. Goods & Services,United States,N America,55986.87,,,,0.04,,9.39,0.00,1.00,0.00,-24.37,0.00,,,0.00
US57060D1081,Marketaxess Holdings Inc.,US57060D1081,Financials,Financial Services,United States,N America,10498.83,,,,0.00,,1.00,0.00,0.00,0.00,,0.00,,,0.00
US8085131055,The Charles Schwab Corporation,US8085131055,Financials,Financial Services,United States,N America,123809.60,,,,0.01,,4.42,0.00,0.00,0.00,,0.00,,,0.00
INE134E01011,Power Finance Corporation Limited,INE134E01011,Financials,Financial Services,India,Em APAC,18365.07,,,,0.00,,4.20,0.00,0.00,0.00,,0.00,,,0.00
IT0003828271,Recordati Industria Chimica E Farmaceutica S.P.A.,IT0003828271,Health Care,Health Care,Italy,W Europe,12026.95,,,,0.07,1141.18,20.18,0.00,0.00,0.00,5.89,0.00,7.70,,0.00
US74144T1088,"T. Rowe Price Group, Inc.",US74144T1088,Financials,Financial Services,United States,N America,24258.70,,,,0.01,,3.10,0.00,0.00,0.00,-99.98,0.00,,,0.00
US6935061076,"Ppg Industries, Inc.",US6935061076,Industrials,Ind. Goods & Services,United States,N America,29920.72,,,,0.21,,49.87,0.00,1.00,0.00,-6.89,0.00,,,0.00
US6934751057,"The Pnc Financial Services Group, Inc.",US6934751057,Financials,Banks,United States,N America,74637.81,,,,0.02,,8.61,0.00,0.00,0.00,8.12,0.00,,1100.93,0.00
US62944T1051,"Nvr, Inc.",US62944T1051,Consumer Discretion,Consumer Prod & Svs,United States,N America,29342.35,,,,0.02,,5.50,0.00,0.00,0.00,,0.00,,,0.00
CA9628791027,Wheaton Precious Metals Corp.,CA9628791027,Basic Materials,Basic Resources,Canada,N America,27528.48,,,,0.00,,0.03,0.00,1.00,0.00,-28.57,0.00,,,0.00
CA7800871021,Royal Bank Of Canada,CA7800871021,Financials,Banks,Canada,N America,175062.72,,,,0.01,,1.80,0.00,0.00,0.00,-99.96,0.00,10.00,,0.00
SG1T75931496,Singapore Telecommunications Limited,SG1T75931496,Telecommunications,Telecommunications,Singapore,Em APAC,39856.41,,,,0.08,94.25,43.80,0.00,1.00,0.00,-29.98,1.00,,,0.00
TRATOASO91H3,Tofas Turk Otomobil Fabrikasi Anonim Sirketi,TRATOASO91H3,Consumer Discretion,Automobiles & Parts,Turkey,Em Europe,2749.81,,,,0.07,,23.01,1.00,0.00,0.00,8.66,1.00,,,1.00
BRVALEACNOR0,Vale S.A.,BRVALEACNOR0,Basic Materials,Basic Resources,Brazil,Lat Am,49998.93,,,,0.95,3214.36,214.40,0.00,0.00,0.00,-0.03,0.00,,,1.00
US92939U1060,"Wec Energy Group, Inc.",US92939U1060,Utilities,Utilities,United States,N America,30169.77,,,,8.27,,1990.33,0.00,0.00,0.00,-48.46,0.00,,,1.00
US9426222009,"Watsco, Inc.",US9426222009,Industrials,Construction & Mats,United States,N America,19855.05,,,,0.03,,11.30,0.00,0.00,0.00,,0.00,,,0.00
NO0010208051,Yara International Asa,NO0010208051,Basic Materials,Chemicals,Norway,W Europe,8300.25,,,,3.13,55118.79,674.00,1.00,0.00,0.00,-24.89,0.00,,,0.00
FR0000073272,Safran Sa,FR0000073272,Industrials,Ind. Goods & Services,France,W Europe,95763.24,,,,0.11,133.42,16.73,0.00,1.00,0.00,7.01,0.00,,,1.00
ZAE000006896,Sasol Limited,ZAE000006896,Basic Materials,Chemicals,South Africa,ROW,4464.76,,,,6.56,7441.96,4199.04,0.00,0.00,1.00,-38.24,0.00,,,1.00
US0367521038,"Elevance Health, Inc.",US0367521038,Health Care,Health Care,United States,N America,116378.80,,,,0.00,,0.62,0.00,0.00,0.00,,0.00,,,1.00
US8793601050,Teledyne Technologies Incorporated,US8793601050,Industrials,Ind. Goods & Services,United States,N America,21243.77,,,,0.07,,24.70,0.00,0.00,0.00,,0.00,,,0.00
CA87971M1032,Telus Corporation,CA87971M1032,Telecommunications,Telecommunications,Canada,N America,24131.70,,,,0.08,43964.33,21.94,0.00,1.00,1.00,-56.81,1.00,,,1.00
GB00B1KJJ408,Whitbread Plc,GB00B1KJJ408,Consumer Discretion,Travel & Leisure,United Kingdom,W Europe,7244.79,,,,0.23,1807.31,43.72,0.00,1.00,0.00,-30.80,1.00,,,1.00
INE343H01029,Solar Industries India Limited,INE343H01029,Basic Materials,Chemicals,India,Em APAC,12182.79,,,,0.26,601.61,69.89,0.00,0.00,1.00,,0.00,,,0.00
INE721A01013,Shriram Finance Limited,INE721A01013,Financials,Financial Services,India,Em APAC,14943.73,,,,0.02,12.26,15.40,0.00,0.00,0.00,,0.00,,,0.00
INE062A01020,State Bank Of India,INE062A01020,Financials,Banks,India,Em APAC,84898.94,,,,0.02,62.90,16.49,0.00,0.00,0.00,7.16,0.00,,0.55,0.00
INE692A01016,Union Bank Of India Limited,INE692A01016,Financials,Banks,India,Em APAC,10362.15,,,,0.02,,43.68,0.00,0.00,0.00,,0.00,,,0.00
INE528G01035,Yes Bank Limited,INE528G01035,Financials,Banks,India,Em APAC,7979.34,,,,0.02,,12.60,1.00,0.00,0.00,8.18,0.00,,,1.00
BREGIEACNOR9,Engie Brasil Energia S.A.,BREGIEACNOR9,Utilities,Utilities,Brazil,Lat Am,5871.77,,,,2.72,1667.38,488.60,0.00,0.00,0.00,-16.67,0.00,,,0.00
BRWEGEACNOR0,Weg S.A.,BRWEGEACNOR0,Industrials,Ind. Goods & Services,Brazil,Lat Am,40311.50,,,,0.11,204.89,24.70,0.00,0.00,0.00,,0.00,,,1.00
CNE000000V89,"Shanghai International Airport Co., Ltd.",CNE000000V89,Industrials,Ind. Goods & Services,China,Em APAC,12419.64,,,,0.29,,58.39,0.00,0.00,0.00,,0.00,,,0.00
